VendorID,lpep_pickup_datetime,lpep_dropoff_datetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,source_file
2,2017-01-18 08:35:02,2017-01-18 08:58:30,N,1,75,200,2,11.04,32.5,0.0,0.5,0.0,2.54,,0.3,35.84,2,1,,green_tripdata_2017-01.parquet
1,2017-02-15 14:38:15,2017-02-15 14:53:09,N,1,244,200,2,5.8,19.0,0.0,0.5,0.0,2.54,,0.3,22.34,2,1,,green_tripdata_2017-02.parquet
2,2017-02-24 14:33:34,2017-02-24 14:53:13,N,1,244,200,2,6.25,20.5,0.0,0.5,0.0,2.54,,0.3,23.84,2,1,,green_tripdata_2017-02.parquet
2,2017-02-02 09:50:09,2017-02-02 10:07:28,N,1,166,200,2,7.45,23.0,0.0,0.5,0.0,2.54,,0.3,26.34,2,1,,green_tripdata_2017-02.parquet
2,2017-02-02 10:46:41,2017-02-02 10:53:35,N,1,127,200,2,2.84,10.0,0.0,0.5,0.0,2.54,,0.3,13.34,2,1,,green_tripdata_2017-02.parquet
2,2017-02-07 08:59:16,2017-02-07 09:11:28,N,1,152,200,2,6.58,19.0,0.0,0.5,0.0,2.54,,0.3,22.34,2,1,,green_tripdata_2017-02.parquet
2,2017-02-23 09:48:31,2017-02-23 10:05:14,N,1,166,200,2,7.38,23.0,0.0,0.5,0.0,2.54,,0.3,26.34,2,1,,green_tripdata_2017-02.parquet
2,2017-02-25 19:23:21,2017-02-25 19:50:46,N,1,74,200,2,8.94,27.5,0.0,0.5,0.0,2.54,,0.3,30.84,2,1,,green_tripdata_2017-02.parquet
2,2017-02-27 08:01:14,2017-02-27 08:18:57,N,1,116,200,2,7.07,22.5,0.0,0.5,0.0,2.54,,0.3,25.84,2,1,,green_tripdata_2017-02.parquet
2,2017-03-05 16:37:13,2017-03-05 17:00:03,N,1,243,265,2,6.97,23.5,0.0,0.5,0.0,2.54,,0.3,26.84,2,1,,green_tripdata_2017-03.parquet
2,2017-01-02 18:45:05,2017-01-02 19:15:04,N,1,41,265,2,13.08,37.5,0.0,0.5,0.0,2.54,,0.3,40.84,2,1,,green_tripdata_2017-01.parquet
2,2017-01-27 15:15:48,2017-01-27 15:53:18,N,1,74,265,2,12.57,39.0,0.0,0.5,0.0,2.54,,0.3,42.34,2,1,,green_tripdata_2017-01.parquet
1,2017-02-18 18:38:43,2017-02-18 18:53:48,N,1,200,127,2,3.9,14.5,0.0,0.5,0.0,2.54,,0.3,17.84,2,1,,green_tripdata_2017-02.parquet
2,2017-02-26 16:37:10,2017-02-27 16:31:17,N,1,18,116,2,20.47,59.0,0.0,0.5,0.0,2.54,,0.3,62.34,2,1,,green_tripdata_2017-02.parquet
1,2017-04-02 13:13:27,2017-04-02 13:44:50,N,1,14,172,2,8.6,30.0,0.0,0.5,0.0,11.52,,0.3,42.32,2,1,,green_tripdata_2017-04.parquet
2,2017-04-11 11:19:53,2017-04-11 12:13:02,N,1,92,138,2,17.58,55.5,0.0,0.5,0.0,11.52,,0.3,67.82,2,1,,green_tripdata_2017-04.parquet
1,2017-05-04 15:37:37,2017-05-04 16:24:07,N,1,173,194,2,8.4,31.5,0.0,0.5,0.0,11.52,,0.3,43.82,2,1,,green_tripdata_2017-05.parquet
1,2017-05-14 17:18:14,2017-05-14 17:18:14,N,1,127,264,2,0.0,40.5,0.0,0.5,0.0,11.52,,0.3,52.82,2,1,,green_tripdata_2017-05.parquet
1,2017-06-09 11:38:20,2017-06-09 12:04:13,N,1,129,127,2,10.2,30.5,0.0,0.5,0.0,11.52,,0.3,42.82,2,1,,green_tripdata_2017-06.parquet
2,2017-06-12 11:10:03,2017-06-12 12:18:23,N,1,181,25,2,35.07,95.5,0.0,0.5,0.0,11.52,,0.3,107.82,2,1,,green_tripdata_2017-06.parquet
2,2017-06-14 15:19:21,2017-06-14 15:40:17,N,1,14,115,2,4.53,17.0,0.0,0.5,0.0,11.52,,0.3,29.32,2,1,,green_tripdata_2017-06.parquet
1,2017-06-30 14:49:22,2017-06-30 16:08:28,N,1,166,206,2,22.6,69.0,0.0,0.5,0.0,11.52,,0.3,81.32,2,1,,green_tripdata_2017-06.parquet
2,2017-10-07 11:27:24,2017-10-07 12:06:24,N,1,130,126,2,16.24,46.0,0.0,0.5,0.0,11.52,,0.3,58.32,2,1,,green_tripdata_2017-10.parquet
1,2017-10-09 15:08:42,2017-10-09 15:36:33,N,1,74,134,2,12.2,35.0,0.0,0.5,0.0,11.52,,0.3,47.32,2,1,,green_tripdata_2017-10.parquet
1,2017-10-17 07:21:30,2017-10-17 08:20:11,N,1,129,118,2,24.7,70.0,0.0,0.5,0.0,11.52,,0.3,82.32,2,1,,green_tripdata_2017-10.parquet
2,2017-07-19 14:19:57,2017-07-19 15:08:52,N,1,55,265,2,20.16,56.0,0.0,0.5,0.0,11.52,,0.3,68.32,2,1,,green_tripdata_2017-07.parquet
1,2017-07-26 11:07:32,2017-07-26 11:35:51,N,1,210,187,2,13.6,39.5,0.0,0.5,0.0,11.52,,0.3,51.82,2,1,,green_tripdata_2017-07.parquet
1,2017-07-31 13:52:08,2017-07-31 14:35:06,N,1,55,172,2,12.8,41.0,0.0,0.5,0.0,11.52,,0.3,53.32,2,1,,green_tripdata_2017-07.parquet
1,2017-12-13 07:59:46,2017-12-13 08:08:56,N,1,14,221,2,3.9,12.5,0.0,0.5,0.0,11.52,,0.3,24.82,2,1,,green_tripdata_2017-12.parquet
2,2017-09-02 12:55:01,2017-09-02 13:25:16,N,1,25,172,2,14.08,40.5,0.0,0.5,0.0,11.52,,0.3,52.82,2,1,,green_tripdata_2017-09.parquet
1,2017-09-03 18:22:09,2017-09-03 18:32:31,N,1,223,194,2,3.5,13.0,0.0,0.5,0.0,11.52,,0.3,25.32,2,1,,green_tripdata_2017-09.parquet
1,2017-09-15 15:39:08,2017-09-15 16:35:01,N,1,42,56,2,11.0,39.0,0.0,0.5,0.0,11.52,,0.3,51.32,2,1,,green_tripdata_2017-09.parquet
1,2017-09-25 14:39:31,2017-09-25 15:33:23,N,1,75,187,2,23.7,67.0,0.0,0.5,0.0,11.52,,0.3,79.32,2,1,,green_tripdata_2017-09.parquet
2,2017-11-30 08:29:47,2017-11-30 09:06:01,N,1,66,109,2,22.81,61.5,0.0,0.5,0.0,11.52,,0.3,73.82,2,1,,green_tripdata_2017-11.parquet
2,2017-04-16 11:33:29,2017-04-16 12:23:16,N,1,189,1,2,17.35,53.0,0.0,0.5,0.0,12.5,,0.3,66.3,2,1,,green_tripdata_2017-04.parquet
2,2017-04-18 08:47:07,2017-04-18 09:40:19,N,1,265,163,2,7.68,36.0,0.0,0.5,0.0,12.5,,0.3,49.3,2,1,,green_tripdata_2017-04.parquet
1,2017-05-24 06:16:55,2017-05-24 07:30:04,N,1,83,265,2,18.4,62.0,0.0,0.5,0.0,12.5,,0.3,75.3,2,1,,green_tripdata_2017-05.parquet
1,2017-06-03 12:14:04,2017-06-03 12:54:05,Y,1,66,265,2,18.5,50.0,0.0,0.5,0.0,12.5,,0.3,63.3,2,1,,green_tripdata_2017-06.parquet
1,2017-06-24 12:03:59,2017-06-24 12:33:16,N,1,75,265,2,9.2,31.0,0.0,0.5,0.0,12.5,,0.3,44.3,2,1,,green_tripdata_2017-06.parquet
2,2017-10-22 15:06:46,2017-10-22 15:25:14,N,1,41,265,2,5.57,19.0,0.0,0.5,0.0,12.5,,0.3,32.3,2,1,,green_tripdata_2017-10.parquet
1,2017-12-19 09:20:36,2017-12-19 09:36:04,N,1,152,265,2,5.4,18.0,0.0,0.5,0.0,12.5,,0.3,31.3,2,1,,green_tripdata_2017-12.parquet
1,2017-09-26 06:49:19,2017-09-26 07:26:35,N,1,75,265,2,27.7,72.0,0.0,0.5,0.0,12.5,,0.3,85.3,2,1,,green_tripdata_2017-09.parquet
2,2017-11-18 15:33:25,2017-11-18 16:29:52,N,1,41,1,2,27.69,74.0,0.0,0.5,0.0,12.5,,0.3,87.3,2,1,,green_tripdata_2017-11.parquet
2,2017-11-18 17:19:31,2017-11-18 17:56:13,N,1,33,164,2,6.29,26.0,0.0,0.5,0.0,12.5,,0.3,39.3,2,1,,green_tripdata_2017-11.parquet
2,2017-04-24 10:20:46,2017-04-24 10:46:30,N,1,134,201,2,12.14,34.5,0.0,0.5,0.0,2.16,,0.3,37.46,2,1,,green_tripdata_2017-04.parquet
2,2017-06-04 13:02:19,2017-06-04 13:39:48,N,1,130,201,2,13.02,39.5,0.0,0.5,0.0,2.16,,0.3,42.46,2,1,,green_tripdata_2017-06.parquet
1,2017-10-02 13:46:21,2017-10-02 14:46:43,N,1,83,117,2,17.2,55.5,0.0,0.5,0.0,2.16,,0.3,58.46,2,1,,green_tripdata_2017-10.parquet
2,2017-07-01 16:57:48,2017-07-01 17:44:08,N,1,145,27,2,20.6,59.0,0.0,0.5,0.0,2.16,,0.3,61.96,2,1,,green_tripdata_2017-07.parquet
2,2017-07-16 11:57:55,2017-07-16 13:01:43,N,1,260,201,2,13.82,52.0,0.0,0.5,0.0,2.16,,0.3,54.96,2,1,,green_tripdata_2017-07.parquet
2,2017-12-19 14:46:42,2017-12-19 16:22:13,N,1,72,35,2,26.81,87.0,0.0,0.5,0.0,2.16,,0.3,93.86,2,1,,green_tripdata_2017-12.parquet
2,2017-09-04 10:08:08,2017-09-04 10:32:35,N,1,130,201,2,13.05,36.5,0.0,0.5,0.0,2.16,,0.3,39.46,2,1,,green_tripdata_2017-09.parquet
1,2017-09-05 11:02:43,2017-09-05 11:48:48,N,1,226,117,2,18.8,53.5,0.0,0.5,0.0,2.16,,0.3,56.46,2,1,,green_tripdata_2017-09.parquet
2,2017-09-10 11:29:53,2017-09-10 12:12:32,N,1,215,117,2,12.2,37.0,0.0,0.5,0.0,2.16,,0.3,39.96,2,1,,green_tripdata_2017-09.parquet
2,2017-11-22 10:00:40,2017-11-22 10:48:21,N,1,92,117,2,17.74,52.5,0.0,0.5,0.0,2.16,,0.3,55.46,2,1,,green_tripdata_2017-11.parquet
1,2017-03-11 14:07:16,2017-03-11 14:09:00,N,1,145,145,2,0.0,3.0,0.0,0.5,0.0,25.0,,0.3,28.8,2,1,,green_tripdata_2017-03.parquet
1,2017-03-16 15:12:54,2017-03-16 16:19:31,N,1,146,226,2,12.9,50.0,0.0,0.5,0.0,15.0,,0.3,65.8,2,1,,green_tripdata_2017-03.parquet
1,2017-03-26 19:51:04,2017-03-26 20:17:50,N,1,196,185,2,12.3,34.5,0.0,0.5,0.0,8.0,,0.3,43.3,2,1,,green_tripdata_2017-03.parquet
1,2017-04-08 13:56:23,2017-04-08 13:56:23,N,1,129,264,2,0.0,12.0,0.0,0.5,0.0,0.12,,0.3,12.92,2,1,,green_tripdata_2017-04.parquet
1,2017-04-09 15:50:50,2017-04-09 16:05:50,N,1,81,31,2,3.2,13.5,0.0,0.5,0.0,10.0,,0.3,24.3,2,1,,green_tripdata_2017-04.parquet
1,2017-04-19 13:48:20,2017-04-19 14:43:06,N,1,174,233,2,14.6,49.0,0.0,0.5,0.0,15.76,,0.3,65.56,2,1,,green_tripdata_2017-04.parquet
1,2017-04-20 12:39:26,2017-04-20 12:54:07,N,1,242,183,2,2.3,12.0,0.0,0.5,0.0,5.0,,0.3,17.8,2,1,,green_tripdata_2017-04.parquet
1,2017-05-12 15:59:51,2017-05-12 17:57:23,N,1,42,1,2,22.8,92.5,0.0,0.5,0.0,25.0,,0.3,118.3,2,1,,green_tripdata_2017-05.parquet
1,2017-05-09 14:46:23,2017-05-09 14:47:26,N,1,126,126,2,0.0,2.5,0.0,0.5,0.0,1.11,,0.3,4.41,2,1,,green_tripdata_2017-05.parquet
1,2017-05-12 11:27:09,2017-05-12 12:27:00,N,1,75,37,2,11.3,47.0,0.0,0.5,0.0,5.85,,0.3,53.65,2,1,,green_tripdata_2017-05.parquet
1,2017-05-24 06:30:11,2017-05-24 07:18:38,N,1,244,55,2,23.6,65.5,0.0,0.5,0.0,0.09,,0.3,66.39,2,1,,green_tripdata_2017-05.parquet
1,2017-05-30 10:19:50,2017-05-30 11:33:43,N,1,212,161,2,11.6,49.5,0.0,0.5,0.0,6.0,,0.3,56.3,2,1,,green_tripdata_2017-05.parquet
1,2017-01-05 12:12:49,2017-01-05 13:16:17,N,1,250,78,2,18.4,62.5,0.0,0.5,0.0,11.08,,0.3,74.38,2,1,,green_tripdata_2017-01.parquet
1,2017-02-16 10:35:06,2017-02-16 11:39:43,N,1,264,1,2,32.3,89.0,0.0,0.5,0.0,21.58,,0.3,111.38,2,1,,green_tripdata_2017-02.parquet
1,2017-02-04 09:16:20,2017-02-04 09:27:38,N,1,173,129,2,1.7,9.5,0.0,0.5,0.0,0.05,,0.3,10.35,2,1,,green_tripdata_2017-02.parquet
1,2017-02-05 15:34:15,2017-02-05 15:51:17,N,1,196,233,2,7.4,23.0,0.0,0.5,0.0,5.55,,0.3,29.35,2,1,,green_tripdata_2017-02.parquet
1,2017-02-08 10:26:40,2017-02-08 10:27:27,N,1,126,126,2,0.0,2.5,0.0,0.5,0.0,8.0,,0.3,11.3,2,1,,green_tripdata_2017-02.parquet
1,2017-02-28 12:25:01,2017-02-28 13:42:04,N,1,145,145,2,8.7,47.5,0.0,0.5,0.0,11.08,,0.3,59.38,2,1,,green_tripdata_2017-02.parquet
1,2017-06-02 11:52:46,2017-06-02 12:11:16,N,1,182,78,2,2.0,13.0,0.0,0.5,0.0,2.0,,0.3,15.8,2,1,,green_tripdata_2017-06.parquet
1,2017-10-18 15:37:08,2017-10-18 15:41:54,N,1,83,129,2,0.7,5.0,0.0,0.5,0.0,1.0,,0.3,6.8,2,1,,green_tripdata_2017-10.parquet
1,2017-10-21 15:31:38,2017-10-21 15:50:13,N,1,196,130,2,4.3,16.5,0.0,0.5,0.0,2.0,,0.3,19.3,2,1,,green_tripdata_2017-10.parquet
1,2017-10-22 15:50:08,2017-10-22 16:17:57,N,1,196,68,2,8.8,29.0,0.0,0.5,0.0,6.76,,0.3,36.56,2,1,,green_tripdata_2017-10.parquet
1,2017-10-25 09:47:04,2017-10-25 10:16:46,N,1,95,170,2,7.5,26.5,0.0,0.5,0.0,11.3,,0.3,38.6,2,1,,green_tripdata_2017-10.parquet
1,2017-10-31 08:44:24,2017-10-31 09:36:22,N,1,159,265,2,27.6,79.0,0.0,0.5,0.0,25.0,,0.3,104.8,2,1,,green_tripdata_2017-10.parquet
1,2017-07-02 12:29:25,2017-07-02 13:04:39,N,1,216,117,2,9.4,31.5,0.0,0.5,0.0,4.32,,0.3,36.62,2,1,,green_tripdata_2017-07.parquet
1,2017-07-09 06:22:04,2017-07-09 06:57:45,N,1,129,265,2,23.2,62.5,0.0,0.5,0.0,16.26,,0.3,79.56,2,1,,green_tripdata_2017-07.parquet
1,2017-07-11 13:06:13,2017-07-11 13:35:17,N,1,130,170,2,11.6,36.0,0.0,0.5,0.0,8.5,,0.3,45.3,2,1,,green_tripdata_2017-07.parquet
1,2017-07-16 15:05:32,2017-07-16 15:34:45,N,1,195,50,2,7.5,26.5,0.0,0.5,0.0,8.0,,0.3,35.3,2,1,,green_tripdata_2017-07.parquet
1,2017-07-22 17:42:57,2017-07-22 17:54:58,N,1,260,112,2,3.4,12.5,0.0,0.5,0.0,1.0,,0.3,14.3,2,1,,green_tripdata_2017-07.parquet
1,2017-07-28 10:59:29,2017-07-28 11:37:59,N,1,37,26,2,7.3,28.5,0.0,0.5,0.0,5.75,,0.3,35.05,2,1,,green_tripdata_2017-07.parquet
1,2017-07-29 18:17:26,2017-07-29 18:59:01,N,1,210,249,2,15.8,46.5,0.0,0.5,0.0,7.5,,0.3,54.8,2,1,,green_tripdata_2017-07.parquet
1,2017-12-05 14:56:04,2017-12-05 15:31:09,N,1,75,157,2,9.2,31.0,0.0,0.5,0.0,5.75,,0.3,37.55,2,1,,green_tripdata_2017-12.parquet
1,2017-12-11 12:22:17,2017-12-11 12:30:55,N,1,47,169,2,0.8,7.0,0.0,0.5,0.0,6.07,,0.3,13.87,2,1,,green_tripdata_2017-12.parquet
1,2017-12-23 12:34:35,2017-12-23 13:02:37,N,1,112,68,2,4.5,21.0,0.0,0.5,0.0,101.52,,0.3,123.32,2,1,,green_tripdata_2017-12.parquet
1,2017-09-20 12:23:22,2017-09-20 13:00:48,N,1,195,1,2,21.4,58.0,0.0,0.5,0.0,32.0,,0.3,90.8,2,1,,green_tripdata_2017-09.parquet
1,2017-11-17 11:31:44,2017-11-17 11:33:16,N,1,145,145,2,1.0,3.0,0.0,0.5,0.0,0.14,,0.3,3.94,2,1,,green_tripdata_2017-11.parquet
2,2017-03-17 08:26:15,2017-03-17 09:17:50,N,1,108,109,2,19.06,57.5,0.0,0.5,0.0,11.08,,0.3,69.38,2,1,,green_tripdata_2017-03.parquet
2,2017-03-22 14:59:08,2017-03-22 16:31:00,N,1,216,265,2,22.76,75.5,0.0,0.5,0.0,18.26,,0.3,94.56,2,1,,green_tripdata_2017-03.parquet
2,2017-05-31 12:25:44,2017-05-31 12:41:15,N,1,95,82,2,2.34,12.5,0.0,0.5,0.0,6.0,,0.3,19.3,2,1,,green_tripdata_2017-05.parquet
2,2017-01-07 13:48:02,2017-01-07 14:59:56,N,1,65,201,2,14.08,51.5,0.0,0.5,0.0,2.08,,0.3,54.38,2,1,,green_tripdata_2017-01.parquet
2,2017-01-16 06:00:27,2017-01-16 06:21:01,N,1,117,196,2,11.22,31.0,0.0,0.5,0.0,2.08,,0.3,33.88,2,1,,green_tripdata_2017-01.parquet
2,2017-01-20 08:48:47,2017-01-20 09:38:12,N,1,117,97,2,15.04,48.0,0.0,0.5,0.0,2.08,,0.3,50.88,2,1,,green_tripdata_2017-01.parquet
2,2017-01-22 11:08:46,2017-01-22 11:35:04,N,1,130,201,2,12.85,37.0,0.0,0.5,0.0,2.08,,0.3,39.88,2,1,,green_tripdata_2017-01.parquet
2,2017-01-16 06:29:55,2017-01-16 07:06:26,N,1,182,60,2,18.95,51.5,0.0,0.5,0.0,11.08,,0.3,63.38,2,1,,green_tripdata_2017-01.parquet
2,2017-02-11 19:28:00,2017-02-11 20:06:28,N,1,33,187,2,14.74,43.5,0.0,0.5,0.0,11.08,,0.3,55.38,2,1,,green_tripdata_2017-02.parquet
2,2017-02-14 11:28:56,2017-02-14 11:48:52,N,1,247,220,2,4.69,16.0,0.0,0.5,0.0,34.8,,0.3,51.6,2,1,,green_tripdata_2017-02.parquet
2,2017-02-16 15:19:42,2017-02-16 15:27:05,N,1,92,92,2,0.83,6.0,0.0,0.5,0.0,2.0,,0.3,8.8,2,1,,green_tripdata_2017-02.parquet
2,2017-02-18 11:04:38,2017-02-18 11:44:43,N,1,181,201,2,20.37,58.0,0.0,0.5,0.0,2.08,,0.3,60.88,2,1,,green_tripdata_2017-02.parquet
2,2017-02-24 14:48:52,2017-02-24 15:12:35,N,1,146,93,2,9.76,28.5,0.0,0.5,0.0,1.0,,0.3,30.3,2,1,,green_tripdata_2017-02.parquet
2,2017-02-25 06:23:05,2017-02-25 07:01:22,N,1,255,201,2,25.95,68.5,0.0,0.5,0.0,2.08,,0.3,71.38,2,1,,green_tripdata_2017-02.parquet
2,2017-10-01 12:19:05,2017-10-01 12:41:58,N,1,260,194,2,6.14,20.5,0.0,0.5,0.0,8.5,,0.3,29.8,2,1,,green_tripdata_2017-10.parquet
2,2017-10-27 09:10:11,2017-10-27 09:37:13,N,1,129,41,2,6.04,21.5,0.0,0.5,0.0,8.5,,0.3,30.8,2,1,,green_tripdata_2017-10.parquet
2,2017-07-10 13:01:16,2017-07-10 13:10:54,N,1,130,258,2,2.58,10.0,0.0,0.5,0.0,5.0,,0.3,15.8,2,1,,green_tripdata_2017-07.parquet
